q_id,name,birth_date,occupation,job_group,exalted_planets,exalted_count,sign_conjunctions,conjunction_count,sign_exchange_candidates,exchange_count,Sun_exalted,Moon_exalted,Mercury_exalted,Venus_exalted,Mars_exalted,Jupiter_exalted,Saturn_exalted
Q1,Ali al-Ridha,0766-01-01,8th Imam of Twelver Shia Islam,Religion,Moon|Mars,2,Moon-Saturn|Mercury-Mars,2,Mercury-Saturn,1,False,True,False,False,True,False,False
Q2,Arnold Drakenborch,1684-01-01,Dutch scholar and author,Academic_Science,None,0,None,0,Jupiter-Mercury,1,False,False,False,False,False,False,False
Q3,William Clowes,1779-01-01,English publisher,Other,None,0,None,0,None,0,False,False,False,False,False,False,False
Q4,Ludovic Halévy,1834-01-01,French author and playwright,Writer_Journalism,None,0,Mercury-Venus|Mercury-Mars|Venus-Mars,3,Jupiter-Mars,1,False,False,False,False,False,False,False
Q5,Alfred Stieglitz,1864-01-01,American photographer and curator,Other,None,0,Venus-Jupiter,1,Mercury-Saturn,1,False,False,False,False,False,False,False
Q6,Chesley Bonestell,1888-01-01,"American painter, designer, and illustrator",Writer_Journalism,None,0,Moon-Saturn|Venus-Jupiter,2,None,0,False,False,False,False,False,False,False
Q7,Buster Nupen,1902-01-01,Norwegian-South African cricketer and lawyer,Athlete,Mars,1,Sun-Mercury|Sun-Saturn|Jupiter-Saturn,3,None,0,False,False,False,False,True,False,False
Q8,Patrick Anthony Porteous,1918-01-01,"Scottish colonel, Victoria Cross recipient",Other,None,0,Sun-Mercury,1,None,0,False,False,False,False,False,False,False
Q9,Ernest Tidyman,1928-01-01,American author and screenwriter,Writer_Journalism,None,0,Sun-Mercury|Mars-Saturn,2,None,0,False,False,False,False,False,False,False
Q10,Prathia Hall,1940-01-01,American civil rights movement activist,Other,None,0,Mars-Jupiter,1,None,0,False,False,False,False,False,False,False
Q11,Gary Johnson,1953-01-01,"American businessman and politician, 29th Governor of New Mexico",Politics_Government,Saturn,1,Venus-Mars,1,Saturn-Venus,1,False,False,False,False,False,False,True
Q12,Dedee Pfeiffer,1964-01-01,American actress,Actor_Media,None,0,Sun-Mercury|Mercury-Mars,2,None,0,False,False,False,False,False,False,False
Q13,Tank,1976-01-01,"American singer, songwriter, producer, and actor",Actor_Media,None,0,Sun-Moon,1,Mars-Venus,1,False,False,False,False,False,False,False
Q14,Pablo Cuevas,1986-01-01,Uruguayan tennis player,Athlete,None,0,Sun-Venus,1,None,0,False,False,False,False,False,False,False
Q15,Sardar Azmoun,1995-01-01,Iranian footballer,Athlete,None,0,Sun-Moon,1,None,0,False,False,False,False,False,False,False
Q16,Yōzei,1834-01-02,Japanese emperor,Politics_Government,None,0,Moon-Saturn|Mercury-Venus|Mercury-Mars|Venus-Mars,4,Jupiter-Mars,1,False,False,False,False,False,False,False
Q17,Marie Dumesnil,1713-01-02,French actress,Actor_Media,None,0,Venus-Jupiter,1,None,0,False,False,False,False,False,False,False
Q18,Pyotr Semyonov-Tyan-Shansky,1827-01-02,Russian geographer and statistician,Other,None,0,None,0,None,0,False,False,False,False,False,False,False
Q19,Gilbert Murray,1866-01-02,Australian-English playwright and scholar,Academic_Science,Saturn,1,Sun-Jupiter|Mercury-Venus|Mercury-Mars|Venus-Mars,4,None,0,False,False,False,False,False,False,True
Q20,Apsley Cherry-Garrard,1886-01-02,English explorer and author,Writer_Journalism,None,0,None,0,None,0,False,False,False,False,False,False,False
Q21,Theodore Plucknett,1897-01-02,English legal historian,Writer_Journalism,None,0,None,0,Jupiter-Sun,1,False,False,False,False,False,False,False
Q22,Michael Tippett,1905-01-02,English composer and conductor,Other,None,0,Sun-Mercury|Venus-Saturn,2,None,0,False,False,False,False,False,False,False
Q23,Isaac Asimov,1920-01-02,American writer and professor of biochemistry,Academic_Science,Moon|Jupiter,2,None,0,Mars-Mercury,1,False,True,False,False,False,True,False
Q24,John Hollowbread,1934-01-02,"English footballer, goalkeeper",Athlete,Mars,1,Venus-Saturn,1,Jupiter-Mercury,1,False,False,False,False,True,False,False
Q25,Charlie Davis,1944-01-02,Trinidadian cricketer,Athlete,None,0,None,0,Mars-Venus|Jupiter-Sun,2,False,False,False,False,False,False,False
Q26,Gabrielle Carteris,1961-01-02,American actress,Actor_Media,None,0,Sun-Mercury|Sun-Jupiter|Sun-Saturn|Mercury-Jupiter|Jupiter-Saturn,5,None,0,False,False,False,False,False,False,False
Q27,Eric Whitacre,1970-01-02,American composer and conductor,Other,None,0,Sun-Venus|Moon-Jupiter,2,Mars-Saturn|Jupiter-Venus,2,False,False,False,False,False,False,False
Q28,Brian Boucher,1977-01-02,American ice hockey player and sportscaster,Athlete,Moon,1,None,0,Jupiter-Mars,1,False,True,False,False,False,False,False
Q29,Germán Cano,1988-01-02,Argentine footballer,Athlete,None,0,Sun-Mercury,1,None,0,False,False,False,False,False,False,False
Q30,Arshad Nadeem,1997-01-02,Pakistani javelin thrower,Other,None,0,Sun-Mercury,1,Jupiter-Saturn,1,False,False,False,False,False,False,False
Q31,Gian Girolamo Albani,1509-01-03,Italian cardinal,Other,Mars,1,Moon-Mars,1,Mercury-Saturn,1,False,False,False,False,True,False,False
Q32,Antoni Melchior Fijałkowski,1778-01-03,Polish archbishop,Religion,Mars|Saturn,2,None,0,Jupiter-Sun,1,False,False,False,False,True,False,True
Q33,Savitribai Phule,1831-01-03,"Indian poet, educator, and activist",Writer_Journalism,None,0,Sun-Venus|Mercury-Jupiter,2,None,0,False,False,False,False,False,False,False
Q34,Henry Lytton,1865-01-03,English actor,Actor_Media,Saturn,1,None,0,Saturn-Venus,1,False,False,False,False,False,False,True
Q35,Harry Elkins Widener,1885-01-03,American businessman,Business,Mars,1,Sun-Mercury|Mercury-Mars,2,Jupiter-Sun,1,False,False,False,False,True,False,False
Q36,Ngô Đình Diệm,1901-01-03,"Vietnamese lawyer and politician, 1st President of the Republic of Vietnam",Politics_Government,None,0,Sun-Saturn|Mercury-Jupiter|Mercury-Saturn,3,None,0,False,False,False,False,False,False,False
Q37,Betty Furness,1916-01-03,American actress and television journalist,Actor_Media,None,0,None,0,None,0,False,False,False,False,False,False,False
Q38,Jill Balcon,1925-01-03,English actress,Actor_Media,Saturn,1,Mercury-Jupiter,1,None,0,False,False,False,False,False,False,True
Q39,Raymond Garneau,1935-01-03,Canadian businessman and politician,Politics_Government,None,0,Sun-Mercury,1,None,0,False,False,False,False,False,False,False
Q40,Blanche d'Alpuget,1944-01-03,Australian author,Writer_Journalism,None,0,None,0,Mars-Venus|Jupiter-Sun,2,False,False,False,False,False,False,False
Q41,Justin Fleming,1953-01-03,Australian playwright and author,Writer_Journalism,Saturn,1,Venus-Mars,1,Saturn-Venus,1,False,False,False,False,False,False,True
Q42,Chetan Sharma,1966-01-03,Indian cricketer,Athlete,Mars,1,Venus-Mars,1,Jupiter-Mercury,1,False,False,False,False,True,False,False
Q43,Dimitra Kalentzou,1978-01-03,Greek basketball player,Athlete,None,0,Sun-Venus,1,None,0,False,False,False,False,False,False,False
Q44,Dana Hussain,1986-01-03,Iraqi sprinter,Other,None,0,Sun-Venus,1,None,0,False,False,False,False,False,False,False
Q45,Rondae Hollis-Jefferson,1995-01-03,American-Jordanian basketball player,Athlete,None,0,None,0,None,0,False,False,False,False,False,False,False
Q46,Ali ibn Husayn Zayn al-Abidin,0659-01-04,,Unknown,Saturn,1,None,0,None,0,False,False,False,False,False,False,True
Q47,Hugh Boulter,1672-01-04,English-Irish archbishop,Religion,None,0,Sun-Mercury,1,Jupiter-Sun,1,False,False,False,False,False,False,False
Q48,Isaac Pitman,1813-01-04,English linguist and educator,Other,Jupiter,1,Sun-Saturn,1,Mars-Venus,1,False,False,False,False,False,True,False
Q49,Josef Suk,1874-01-04,Czech violinist and composer,Other,None,0,Mercury-Venus,1,Jupiter-Mercury,1,False,False,False,False,False,False,False
Q50,Edward Brooker,1891-01-04,"English-Australian sergeant and politician, 31st Premier of Tasmania",Politics_Government,None,0,None,0,None,0,False,False,False,False,False,False,False
Q51,Malietoa Tanumafili II,1913-01-04,Samoan ruler,Other,None,0,Mercury-Mars|Mars-Jupiter,2,Saturn-Venus,1,False,False,False,False,False,False,False
Q52,Sorrell Booke,1930-01-04,American actor and director,Actor_Media,None,0,Sun-Venus|Venus-Mars|Venus-Saturn|Mars-Saturn,4,Jupiter-Venus,1,False,False,False,False,False,False,False
Q53,Eberhard Wagner,1938-01-04,"German academic, linguist and author",Academic_Science,None,0,Sun-Venus|Mercury-Venus,2,Jupiter-Saturn,1,False,False,False,False,False,False,False
Q54,Chris Cutler,1947-01-04,"English percussionist, lyricist and music theorist",Other,Moon,1,Sun-Mars,1,None,0,False,True,False,False,False,False,False
Q55,Patty Loveless,1957-01-04,American singer-songwriter and guitarist,Actor_Media,None,0,None,0,None,0,False,False,False,False,False,False,False
Q56,Deana Carter,1966-01-04,American singer-songwriter and guitarist,Actor_Media,Moon|Mars,2,Venus-Mars,1,Jupiter-Mercury,1,False,True,False,False,True,False,False
Q57,Shane Carwin,1975-01-04,American mixed martial artist and wrestler,Athlete,None,0,Mercury-Venus,1,None,0,False,False,False,False,False,False,False
Q58,Javi Fuego,1984-01-04,Spanish footballer,Athlete,Saturn,1,Mercury-Jupiter,1,Mars-Venus,1,False,False,False,False,False,False,True
Q59,Kris Bryant,1992-01-04,American baseball player,Athlete,None,0,Sun-Moon|Mercury-Mars,2,Jupiter-Sun,1,False,False,False,False,False,False,False
Q60,Wessam Abou Ali,1999-01-04,Palestinian footballer,Athlete,None,0,None,0,None,0,False,False,False,False,False,False,False
Q61,"Richard, 1st Earl of Cornwall",1209-01-05,"English prince, nominal King of Germany",Politics_Government,None,0,Sun-Venus,1,None,0,False,False,False,False,False,False,False
Q62,Jean-Baptiste Say,1767-01-05,French economist and academic,Academic_Science,None,0,Sun-Venus,1,Jupiter-Mercury,1,False,False,False,False,False,False,False
Q63,King Camp Gillette,1855-01-05,"American businessman, founded the Gillette Company",Business,Mars,1,Sun-Venus|Mars-Jupiter,2,None,0,False,False,False,False,True,False,False
Q64,Nikolai Medtner,1880-01-05,Russian pianist and composer,Other,None,0,None,0,Jupiter-Saturn,1,False,False,False,False,False,False,False
Q65,Yves Tanguy,1900-01-05,French-American painter,Other,None,0,Sun-Mars|Mercury-Saturn,2,Jupiter-Mars,1,False,False,False,False,False,False,False
Q66,Jack Lovelock,1910-01-05,New Zealand runner and journalist,Athlete,None,0,Mars-Saturn,1,None,0,False,False,False,False,False,False,False
Q67,Anthony Synnot,1922-01-05,Australian admiral,Other,None,0,Sun-Mercury,1,Jupiter-Mercury,1,False,False,False,False,False,False,False
Q68,Alvin Ailey,1931-01-05,"American dancer and choreographer, founded the Alvin Ailey American Dance Theater",Other,None,0,Sun-Mercury|Sun-Saturn|Mercury-Saturn,3,Jupiter-Mercury,1,False,False,False,False,False,False,False
Q69,Maurizio Pollini,1942-01-05,Italian pianist and conductor,Other,None,0,None,0,None,0,False,False,False,False,False,False,False
Q70,Pamela Sue Martin,1953-01-05,American actress,Actor_Media,Saturn,1,Venus-Mars,1,Saturn-Venus,1,False,False,False,False,False,False,True
Q71,Iris DeMent,1961-01-05,American singer-songwriter and guitarist,Actor_Media,None,0,Sun-Mercury|Sun-Jupiter|Sun-Saturn|Mercury-Jupiter|Mercury-Saturn|Jupiter-Saturn,6,None,0,False,False,False,False,False,False,False
Q72,Stian Carstensen,1971-01-05,Norwegian multi-instrumentalist and composer,Other,None,0,Venus-Jupiter,1,Mars-Venus,1,False,False,False,False,False,False,False
Q73,Jason Basham,1979-01-05,American stock car racing driver,Other,Jupiter,1,Sun-Mars,1,Jupiter-Moon,1,False,False,False,False,False,True,False
Q74,Brian Mushana Kwesiga,1987-01-05,"Ugandan-born entrepreneur, engineer, and civic leader",Business,None,0,Sun-Mercury|Moon-Mars,2,None,0,False,False,False,False,False,False,False
Q75,Toafofoa Sipley,1995-01-05,New Zealand rugby league player,Athlete,None,0,Moon-Saturn|Venus-Jupiter,2,None,0,False,False,False,False,False,False,False
Q76,Gertrude the Great,1256-01-06,German mystic,Other,None,0,Sun-Moon,1,None,0,False,False,False,False,False,False,False
Q77,Caspar Peucer,1525-01-06,German physician and scholar,Academic_Science,None,0,None,0,None,0,False,False,False,False,False,False,False
Q78,Giuseppe Sammartini,1695-01-06,Italian oboe player and composer,Athlete,None,0,Sun-Venus|Sun-Mars|Venus-Saturn,3,Jupiter-Sun,1,False,False,False,False,False,False,False
Q79,Jedediah Smith,1799-01-06,"American hunter, explorer, and author",Writer_Journalism,None,0,Sun-Moon|Sun-Venus|Moon-Mercury|Moon-Venus,4,Jupiter-Mars,1,False,False,False,False,False,False,False
Q80,Giuseppe Martucci,1856-01-06,"Italian pianist, composer, and conductor",Other,None,0,Sun-Mercury,1,None,0,False,False,False,False,False,False,False
Q81,Tom Mix,1880-01-06,American cowboy and actor,Actor_Media,None,0,None,0,Jupiter-Saturn,1,False,False,False,False,False,False,False
Q82,Maria of Yugoslavia,1900-01-06,Queen of Yugoslavia,Politics_Government,None,0,Sun-Mars|Mercury-Saturn,2,Jupiter-Mars,1,False,False,False,False,False,False,False
Q83,Henry Corden,1920-01-06,Canadian-born American actor,Actor_Media,Jupiter,1,None,0,None,0,False,False,False,False,False,True,False
Q84,Vic Tayback,1930-01-06,American actor,Actor_Media,None,0,Sun-Venus|Venus-Mars|Venus-Saturn|Mars-Saturn,4,Jupiter-Venus,1,False,False,False,False,False,False,False
Q85,Valeriy Lobanovskyi,1939-01-06,Ukrainian footballer and manager,Athlete,None,0,None,0,Mars-Venus|Jupiter-Saturn,2,False,False,False,False,False,False,False
Q86,Louis Freeh,1950-01-06,"American lawyer and jurist, 10th Director of the Federal Bureau of Investigation",Actor_Media,None,0,Mercury-Jupiter,1,None,0,False,False,False,False,False,False,False
Q87,Kapil Dev,1959-01-06,Indian cricketer,Athlete,None,0,Mercury-Saturn,1,None,0,False,False,False,False,False,False,False
Q88,Norman Reedus,1969-01-06,American actor and model,Actor_Media,None,0,None,0,None,0,False,False,False,False,False,False,False
Q89,Rinko Kikuchi,1981-01-06,Japanese actress,Actor_Media,Mars,1,Sun-Moon|Sun-Mercury|Moon-Mercury|Jupiter-Saturn,4,Jupiter-Mercury,1,False,False,False,False,True,False,False
Q90,Corey Conners,1992-01-06,Canadian professional golfer,Athlete,None,0,Moon-Saturn|Mercury-Mars,2,Jupiter-Sun,1,False,False,False,False,False,False,False
Q91,Li Bian,0889-01-07,emperor of Southern Tang,Politics_Government,None,0,Sun-Mercury|Moon-Venus|Jupiter-Saturn,3,Saturn-Sun,1,False,False,False,False,False,False,False
Q92,Johann Heinrich Zedler,1706-01-07,German publisher,Other,Jupiter,1,None,0,None,0,False,False,False,False,False,True,False
Q93,Robert Nicoll,1814-01-07,Scottish poet,Writer_Journalism,None,0,Sun-Saturn,1,Jupiter-Sun,1,False,False,False,False,False,False,False
Q94,Bernadette Soubirous,1844-01-07,French nun and saint,Other,None,0,Mercury-Venus|Mercury-Saturn,2,None,0,False,False,False,False,False,False,False
Q95,William Hurlstone,1876-01-07,English pianist and composer,Other,Moon,1,Sun-Mercury,1,Jupiter-Mars,1,False,True,False,False,False,False,False
Q96,John Brownlee,1900-01-07,Australian actor and singer,Actor_Media,None,0,Sun-Mars|Mercury-Saturn,2,Jupiter-Mars,1,False,False,False,False,False,False,False
Q97,W. L. Jeyasingham,1916-01-07,Sri Lankan geographer and academic,Academic_Science,None,0,Moon-Venus,1,Mercury-Saturn,1,False,False,False,False,False,False,False
Q98,Kim Jong-pil,1926-01-07,"South Korean lieutenant and politician, 11th Prime Minister of South Korea",Politics_Government,None,0,None,0,None,0,False,False,False,False,False,False,False
Q99,Bob Boland,1938-01-07,Australian rugby league player and coach,Athlete,None,0,Sun-Venus,1,Jupiter-Saturn,1,False,False,False,False,False,False,False
Q100,Tony Elliott,1947-01-07,"English publisher, founded ''Time Out''",Other,None,0,Sun-Mars,1,None,0,False,False,False,False,False,False,False
Q101,Nicholson Baker,1957-01-07,American novelist and essayist,Writer_Journalism,None,0,Sun-Mercury,1,None,0,False,False,False,False,False,False,False
Q102,Five for Fighting,1965-01-07,American singer-songwriter and pianist,Actor_Media,None,0,Moon-Saturn|Mercury-Venus,2,None,0,False,False,False,False,False,False,False
Q103,Vic Darchinyan,1976-01-07,Armenian-Australian boxer,Athlete,None,0,None,0,Mars-Venus,1,False,False,False,False,False,False,False
Q104,Jon Lester,1984-01-07,American baseball player,Athlete,Saturn,1,Mercury-Jupiter,1,Mars-Venus,1,False,False,False,False,False,False,True
Q105,Jarnell Stokes,1994-01-07,American basketball player,Athlete,None,0,Sun-Mercury|Sun-Venus|Sun-Mars|Mercury-Venus|Mercury-Mars|Venus-Mars,6,Jupiter-Venus,1,False,False,False,False,False,False,False
Q106,Su Dongpo,1037-01-08,Chinese calligrapher and poet,Writer_Journalism,None,0,Venus-Mars,1,Saturn-Sun,1,False,False,False,False,False,False,False
Q107,"François-Henri de Montmorency, duc de Luxembourg",1628-01-08,French general,Politics_Government,None,0,Sun-Mercury|Sun-Venus|Mercury-Venus,3,Mercury-Saturn,1,False,False,False,False,False,False,False
Q108,Lowell Mason,1792-01-08,American composer and educator,Other,None,0,None,0,None,0,False,False,False,False,False,False,False
Q109,Lawrence Alma-Tadema,1836-01-08,Dutch-English painter and academic,Academic_Science,Saturn,1,Sun-Mercury|Sun-Mars|Mercury-Mars,3,Jupiter-Mercury|Saturn-Venus,2,False,False,False,False,False,False,True
Q110,William G. Conley,1866-01-08,"American educator and politician, 18th Governor of West Virginia",Politics_Government,Saturn,1,Sun-Jupiter|Mercury-Mars|Venus-Mars|Venus-Jupiter,4,None,0,False,False,False,False,False,False,True
Q111,John Curtin,1885-01-08,"Australian journalist and politician, 14th Prime Minister of Australia",Politics_Government,Mars,1,Sun-Mars,1,Jupiter-Sun,1,False,False,False,False,True,False,False
Q112,Karl Brandt,1904-01-08,German physician and SS officer,Academic_Science,Mars,1,Mercury-Saturn,1,None,0,False,False,False,False,True,False,False
Q113,Peter Matthew Hillsman Taylor,1917-01-08,"American novelist, short story writer, and playwright",Writer_Journalism,Mars,1,Mercury-Mars,1,None,0,False,False,False,False,True,False,False
Q114,Saeed Jaffrey,1929-01-08,Indian-British actor,Actor_Media,None,0,Moon-Saturn,1,None,0,False,False,False,False,False,False,False
Q115,Carolina Herrera,1939-01-08,Venezuelan-American fashion designer,Other,None,0,None,0,Mars-Venus|Jupiter-Saturn,2,False,False,False,False,False,False,False
Q116,Gillies MacKinnon,1948-01-08,Scottish director and screenwriter,Actor_Media,None,0,Sun-Mercury|Moon-Jupiter,2,None,0,False,False,False,False,False,False,False
Q117,Paul Hester,1959-01-08,Australian drummer,Other,None,0,Moon-Saturn|Mercury-Saturn,2,None,0,False,False,False,False,False,False,False
Q118,Jason Giambi,1971-01-08,American baseball player,Athlete,Moon,1,Venus-Jupiter,1,Mars-Venus,1,False,True,False,False,False,False,False
Q119,Genevieve Cortese,1981-01-08,American actress,Actor_Media,Mars,1,Sun-Mercury|Jupiter-Saturn,2,Jupiter-Mercury,1,False,False,False,False,True,False,False
Q120,Josh Hazlewood,1991-01-08,Australian cricketer,Athlete,Jupiter,1,Venus-Saturn,1,None,0,False,False,False,False,False,True,False
Q121,Hōjō Takatoki,1304-01-09,Japanese shikken of the Kamakura bakufu,Other,None,0,None,0,Mercury-Saturn,1,False,False,False,False,False,False,False
Q122,Reinhard Keiser,1674-01-09,German composer,Other,None,0,Sun-Mercury,1,Jupiter-Venus,1,False,False,False,False,False,False,False
Q123,Gilbert Abbott à Beckett,1811-01-09,English journalist and author,Writer_Journalism,None,0,None,0,Jupiter-Venus,1,False,False,False,False,False,False,False
Q124,Princess Frederica of Hanover,1848-01-09,,Unknown,None,0,None,0,Jupiter-Mercury,1,False,False,False,False,False,False,False
Q125,Hayim Nahman Bialik,1873-01-09,"Ukrainian-Austrian journalist, author, and poet",Writer_Journalism,Moon,1,Sun-Saturn,1,Jupiter-Sun,1,False,True,False,False,False,False,False
Q126,Eva Bowring,1892-01-09,American lawyer and politician,Politics_Government,None,0,None,0,None,0,False,False,False,False,False,False,False
Q127,Rudolf Bing,1902-01-09,American impresario and businessman,Business,Mars,1,Sun-Moon|Sun-Mercury|Sun-Jupiter|Sun-Saturn|Moon-Saturn|Mercury-Jupiter|Mercury-Saturn|Jupiter-Saturn,8,Jupiter-Saturn,1,False,False,False,False,True,False,False
Q128,"William Morris Meredith, Jr.",1919-01-09,American poet and academic,Academic_Science,Mars,1,None,0,Jupiter-Mercury,1,False,False,False,False,True,False,False
Q129,Algis Budrys,1931-01-09,Lithuanian-American author and critic,Writer_Journalism,None,0,Sun-Mercury|Sun-Saturn|Mercury-Saturn,3,Jupiter-Mercury,1,False,False,False,False,False,False,False
Q130,Joan Baez,1941-01-09,"American singer-songwriter, guitarist and activist",Actor_Media,Moon,1,Sun-Mercury|Jupiter-Saturn,2,None,0,False,True,False,False,False,False,False
Q131,Kaushik Basu,1952-01-09,Indian economist and academic,Academic_Science,Moon,1,None,0,Mars-Venus,1,False,True,False,False,False,False,False
Q132,Didier Camberabero,1961-01-09,French rugby player,Athlete,None,0,Sun-Mercury|Sun-Jupiter|Sun-Saturn|Mercury-Jupiter|Mercury-Saturn|Jupiter-Saturn,6,None,0,False,False,False,False,False,False,False
Q133,Angela Bettis,1973-01-09,"American actress, director, and producer",Actor_Media,None,0,Sun-Jupiter,1,None,0,False,False,False,False,False,False,False
Q134,Juan Francisco Torres,1985-01-09,Spanish footballer,Athlete,None,0,Sun-Jupiter|Venus-Mars,2,Mars-Saturn,1,False,False,False,False,False,False,False
Q135,Radek Faksa,1994-01-09,Czech ice hockey player,Athlete,None,0,Sun-Mercury|Sun-Venus|Sun-Mars|Mercury-Venus|Mercury-Mars|Venus-Mars,6,Jupiter-Venus,1,False,False,False,False,False,False,False
Q136,Husayn ibn Ali,0626-01-10,the third Shia Imam,Religion,None,0,Moon-Venus,1,Mercury-Saturn,1,False,False,False,False,False,False,False
Q137,"Thomas Erskine, 1st Baron Erskine",1750-01-10,"Scottish-English lawyer and politician, Lord Chancellor of Great Britain",Politics_Government,None,0,Sun-Mercury|Mars-Jupiter,2,None,0,False,False,False,False,False,False,False
Q138,Herman Koeckemann,1828-01-10,German bishop and missionary,Religion,None,0,Mars-Jupiter,1,None,0,False,False,False,False,False,False,False
Q139,John Wellborn Root,1850-01-10,"American architect, designed the Rookery Building and Monadnock Building",Engineering_Tech,None,0,None,0,None,0,False,False,False,False,False,False,False
Q140,Frederick Gardner Cottrell,1877-01-10,"American physical chemist, inventor and philanthropist",Academic_Science,None,0,Venus-Jupiter,1,None,0,False,False,False,False,False,False,False
Q141,Albert Jacka,1893-01-10,"Australian captain, Victoria Cross recipient",Other,None,0,Mercury-Venus|Mars-Jupiter,2,None,0,False,False,False,False,False,False,False
Q142,Jaime Garcia Goulart,1908-01-10,Portuguese Catholic missionary and bishop,Religion,Jupiter,1,Sun-Mercury|Mars-Saturn,2,Jupiter-Moon,1,False,False,False,False,False,True,False
Q143,Sune Bergström,1916-01-10,"Swedish biochemist and academic, Nobel Prize laureate",Academic_Science,None,0,Moon-Jupiter,1,Mercury-Saturn,1,False,False,False,False,False,False,False
Q144,Musallam Bseiso,1926-01-10,Palestinian journalist and politician,Politics_Government,None,0,Moon-Saturn,1,None,0,False,False,False,False,False,False,False
Q145,Stephen E. Ambrose,1936-01-10,American historian and author,Writer_Journalism,None,0,Venus-Jupiter,1,None,0,False,False,False,False,False,False,False
Q146,George Alec Effinger,1947-01-10,American author,Writer_Journalism,None,0,Sun-Mercury|Sun-Mars|Mercury-Mars,3,None,0,False,False,False,False,False,False,False
Q147,Richard Bartle,1960-01-10,British game designer and academic,Academic_Science,Moon,1,Mercury-Saturn|Mars-Jupiter,2,Jupiter-Mars,1,False,True,False,False,False,False,False
Q148,Mohammed Benzakour,1972-01-10,"Moroccan-Dutch journalist, poet, and author",Writer_Journalism,None,0,Mercury-Jupiter,1,Saturn-Venus,1,False,False,False,False,False,False,False
Q149,Sarah Shahi,1980-01-10,American actress,Actor_Media,None,0,Sun-Mercury|Mars-Jupiter,2,Jupiter-Sun,1,False,False,False,False,False,False,False
Q150,John Carlson,1990-01-10,American ice hockey player,Athlete,None,0,Sun-Mercury|Sun-Saturn|Moon-Jupiter|Mercury-Saturn,4,Jupiter-Mercury,1,False,False,False,False,False,False,False
Q151,Theodosius I,0347-01-11,Roman emperor,Politics_Government,None,0,None,0,None,0,False,False,False,False,False,False,False
Q152,Bastiaan Govertsz van der Leeuw,1624-01-11,Dutch painter,Other,None,0,None,0,None,0,False,False,False,False,False,False,False
Q153,Joseph Jackson Lister,1786-01-11,English physicist,Academic_Science,Moon,1,Sun-Mercury,1,None,0,False,True,False,False,False,False,False
Q154,Albert Victor Bäcklund,1845-01-11,Swedish mathematician and physicist,Academic_Science,None,0,Sun-Mercury,1,None,0,False,False,False,False,False,False,False
Q155,John Ernest Adamson,1867-01-11,English educationalist and Director of Education of the Colony of Transvaal,Actor_Media,Saturn,1,None,0,None,0,False,False,False,False,False,False,True
Q156,George Zucco,1886-01-11,British actor,Actor_Media,None,0,None,0,Jupiter-Mercury,1,False,False,False,False,False,False,False
Q157,Kwon Ki-ok,1901-01-11,Korean pilot,Other,None,0,Sun-Mercury|Mercury-Saturn|Venus-Jupiter,3,None,0,False,False,False,False,False,False,False
Q158,"Don ""Red"" Barry",1912-01-11,"American actor, producer, and screenwriter",Actor_Media,None,0,Venus-Jupiter,1,Mars-Venus,1,False,False,False,False,False,False,False
Q159,Grant Tinker,1925-01-11,"American television producer, co-founded MTM Enterprises",Actor_Media,Saturn,1,Mercury-Venus|Mercury-Jupiter,2,None,0,False,False,False,False,False,False,True
Q160,Felix Silla,1937-01-11,"Italian character actor, circus performer, voice artist, and stuntman",Actor_Media,None,0,Sun-Mercury|Moon-Jupiter,2,None,0,False,False,False,False,False,False,False
Q161,Hamish Macdonald,1947-01-11,New Zealand rugby player,Athlete,None,0,Sun-Mercury|Sun-Mars|Mercury-Mars,3,None,0,False,False,False,False,False,False,False
Q162,Brett Bodine,1959-01-11,American NASCAR driver,Other,None,0,Mercury-Saturn,1,None,0,False,False,False,False,False,False,False
Q163,Manfredi Beninati,1970-01-11,Italian painter and sculptor,Other,None,0,Sun-Mercury|Sun-Venus|Mercury-Venus,3,Mars-Saturn|Jupiter-Venus,2,False,False,False,False,False,False,False
Q164,Darren Lynn Bousman,1979-01-11,American director and screenwriter,Actor_Media,Jupiter,1,Sun-Mars,1,None,0,False,False,False,False,False,True,False
Q165,Andrea Bertolacci,1991-01-11,Italian footballer,Athlete,Jupiter,1,Sun-Saturn,1,None,0,False,False,False,False,False,True,False
Q166,Henry III of Nassau-Breda,1483-01-12,,Unknown,Saturn,1,Sun-Mercury|Moon-Saturn,2,Saturn-Venus,1,False,False,False,False,False,False,True
Q167,Rosalba Carriera,1673-01-12,Italian painter,Other,None,0,None,0,None,0,False,False,False,False,False,False,False
Q168,Johann Heinrich Pestalozzi,1746-01-12,Swiss philosopher and educator,Other,None,0,None,0,Mercury-Saturn,1,False,False,False,False,False,False,False
Q169,Jean Béraud,1849-01-12,Russian-French painter and academic,Academic_Science,Jupiter,1,Sun-Mercury,1,None,0,False,False,False,False,False,True,False
Q170,Ferenc Molnár,1878-01-12,Hungarian-American author and playwright,Writer_Journalism,None,0,Sun-Mercury|Sun-Jupiter|Mercury-Jupiter,3,None,0,False,False,False,False,False,False,False
Q171,Leo Aryeh Mayer,1895-01-12,Polish-Israeli scholar and academic,Academic_Science,Saturn,1,Sun-Mercury,1,Saturn-Venus,1,False,False,False,False,False,False,True
