q_id,name,birth_date,occupation,job_group,exalted_planets,exalted_count,sign_conjunctions,conjunction_count,sign_exchange_candidates,exchange_count,Sun_exalted,Moon_exalted,Mercury_exalted,Venus_exalted,Mars_exalted,Jupiter_exalted,Saturn_exalted
Q2106,Friedrich Pollock,1894-05-22,German sociologist and philosopher,Other,Venus,1,Sun-Mercury|Mercury-Jupiter,2,Jupiter-Venus,1,False,False,False,True,False,False,False
Q2107,Bob Dyer,1909-05-22,American-Australian radio and television host,Actor_Media,None,0,Sun-Venus,1,None,0,False,False,False,False,False,False,False
Q2108,Quinn Martin,1922-05-22,American screenwriter and producer,Actor_Media,None,0,Mercury-Venus,1,None,0,False,False,False,False,False,False,False
Q2109,Peter Nero,1934-05-22,American pianist and conductor,Other,Venus,1,None,0,None,0,False,False,False,True,False,False,False
Q2110,Roger Brown,1942-05-22,American basketball player,Athlete,Venus,1,Sun-Saturn|Mercury-Jupiter,2,None,0,False,False,False,True,False,False,False
Q2111,Kenneth Bianchi,1951-05-22,American serial killer and rapist,Other,None,0,Sun-Mars,1,None,0,False,False,False,False,False,False,False
Q2112,Claude Closky,1963-05-22,French contemporary artist,Other,None,0,Sun-Mercury|Moon-Mercury,2,None,0,False,False,False,False,False,False,False
Q2113,Salva Ballesta,1975-05-22,Spanish footballer and manager,Athlete,None,0,Venus-Saturn,1,Mercury-Venus,1,False,False,False,False,False,False,False
Q2114,Natasha Kai,1983-05-22,American soccer player and Olympic medalist,Athlete,Saturn,1,Sun-Mars,1,None,0,False,False,False,False,False,False,True
Q2115,Anna Baryshnikov,1992-05-22,American actress,Actor_Media,None,0,Sun-Venus|Mercury-Venus,2,None,0,False,False,False,False,False,False,False
Q2116,Kʼinich Kan Bahlam II,0635-05-23,Mayan king,Politics_Government,Moon,1,Moon-Mercury,1,Mercury-Venus,1,False,True,False,False,False,False,False
Q2117,Bertholet Flemalle,1614-05-23,Flemish Baroque painter,Other,None,0,Sun-Mercury,1,None,0,False,False,False,False,False,False,False
Q2118,Franz Schlik,1789-05-23,Austrian earl and general,Politics_Government,Jupiter,1,Sun-Venus,1,None,0,False,False,False,False,False,True,False
Q2119,Jānis Frīdrihs Baumanis,1834-05-23,Latvian architect,Actor_Media,None,0,Mercury-Jupiter,1,None,0,False,False,False,False,False,False,False
Q2120,William O'Connor,1864-05-23,American fencer,Other,None,0,Sun-Mercury,1,None,0,False,False,False,False,False,False,False
Q2121,Herbert Marshall,1890-05-23,English-American actor and singer,Actor_Media,None,0,None,0,Mercury-Venus,1,False,False,False,False,False,False,False
Q2122,Margaret Wise Brown,1910-05-23,American author and educator,Writer_Journalism,Venus,1,Sun-Mercury,1,None,0,False,False,False,True,False,False,False
Q2123,Humphrey Lyttelton,1921-05-23,British jazz musician and broadcaster,Actor_Media,None,0,Mercury-Mars,1,Mars-Venus,1,False,False,False,False,False,False,False
Q2124,Kevork Ajemian,1932-05-23,Syrian-French journalist and author,Writer_Journalism,Jupiter,1,Mercury-Mars,1,Jupiter-Moon,1,False,False,False,False,False,True,False
Q2125,Peter Kenilorea,1943-05-23,"Solomon Islands politician, 1st Prime Minister of the Solomon Islands",Politics_Government,None,0,Sun-Mercury,1,Mercury-Venus,1,False,False,False,False,False,False,False
Q2126,Martin Parr,1952-05-23,English photographer and journalist,Writer_Journalism,Moon,1,Sun-Moon|Moon-Venus,2,None,0,False,True,False,False,False,False,False
Q2127,Viviane Baladi,1963-05-23,Swiss mathematician,Academic_Science,Moon,1,Sun-Moon,1,None,0,False,True,False,False,False,False,False
Q2128,Maxwell,1973-05-23,American singer-songwriter and producer,Actor_Media,None,0,Sun-Mercury|Moon-Jupiter|Mercury-Venus|Venus-Saturn,4,None,0,False,False,False,False,False,False,False
Q2129,Hugo Almeida,1984-05-23,Portuguese footballer,Athlete,Saturn,1,Sun-Venus|Mars-Saturn,2,None,0,False,False,False,False,False,False,True
Q2130,Esa Lindell,1994-05-23,Finnish ice hockey player,Athlete,None,0,Moon-Jupiter,1,Mercury-Venus,1,False,False,False,False,False,False,False
Q2131,"Margaret of Bohemia, Queen of Hungary",1335-05-24,,Unknown,Saturn,1,Sun-Venus,1,None,0,False,False,False,False,False,False,True
Q2132,Emerentia von Düben,1669-05-24,Swedish royal favorite,Other,None,0,Mercury-Venus|Mars-Jupiter,2,None,0,False,False,False,False,False,False,False
Q2133,Alexander von Nordmann,1803-05-24,Finnish biologist and paleontologist,Other,None,0,None,0,None,0,False,False,False,False,False,False,False
Q2134,Charlie Taylor,1868-05-24,American engineer and mechanic,Engineering_Tech,None,0,None,0,Mercury-Venus,1,False,False,False,False,False,False,False
Q2135,Mick Mannock,1887-05-24,"Irish soldier and pilot, Victoria Cross recipient",Other,Moon,1,Sun-Mercury|Sun-Mars|Mercury-Mars|Venus-Saturn,4,Mercury-Venus,1,False,True,False,False,False,False,False
Q2136,Lionel Conacher,1902-05-24,Canadian football player and politician,Athlete,Venus,1,None,0,None,0,False,False,False,True,False,False,False
Q2137,Roden Cutler,1916-05-24,"Australian lieutenant and politician, 32nd Governor of New South Wales",Politics_Government,None,0,Venus-Saturn,1,Mercury-Venus,1,False,False,False,False,False,False,False
Q2138,William Trevor,1928-05-24,"Irish novelist, playwright and short story writer",Writer_Journalism,None,0,None,0,Jupiter-Mars,1,False,False,False,False,False,False,False
Q2139,Prince Buster,1938-05-24,Jamaican singer-songwriter and producer,Actor_Media,None,0,None,0,Jupiter-Saturn,1,False,False,False,False,False,False,False
Q2140,Albert Bouchard,1947-05-24,"American singer-songwriter, guitarist, and drummer",Actor_Media,None,0,Moon-Saturn|Venus-Mars,2,None,0,False,False,False,False,False,False,False
Q2141,Pelle Lindbergh,1959-05-24,Swedish-American ice hockey player,Athlete,None,0,Moon-Saturn,1,None,0,False,False,False,False,False,False,False
Q2142,Tamer Karadağlı,1967-05-24,Turkish actor,Actor_Media,Jupiter,1,None,0,Mercury-Venus,1,False,False,False,False,False,True,False
Q2143,Alessandro Cortini,1976-05-24,Italian-American singer and keyboard player,Athlete,None,0,Sun-Mercury|Sun-Venus|Mercury-Venus|Mars-Saturn,4,None,0,False,False,False,False,False,False,False
Q2144,Sarah Hagan,1984-05-24,American actress,Actor_Media,Saturn,1,Sun-Venus|Mars-Saturn,2,None,0,False,False,False,False,False,False,True
Q2145,Joey Logano,1990-05-24,American race car driver,Other,Moon|Venus,2,Sun-Moon,1,None,0,False,True,False,True,False,False,False
Q2146,Emperor Shenzong of Song,1048-05-25,,Unknown,None,0,Sun-Mercury|Sun-Venus|Mercury-Venus,3,None,0,False,False,False,False,False,False,False
Q2147,Claude Buffier,1661-05-25,Polish-French historian and philosopher,Writer_Journalism,None,0,None,0,None,0,False,False,False,False,False,False,False
Q2148,Naim Frashëri,1846-05-25,Albanian-Turkish poet and translator,Writer_Journalism,Moon|Venus,2,Sun-Moon|Sun-Jupiter,2,Mars-Mercury|Jupiter-Venus,2,False,True,False,True,False,False,False
Q2149,Bill Robinson,1878-05-25,American actor and dancer,Actor_Media,Venus,1,None,0,Mars-Mercury|Jupiter-Saturn,2,False,False,False,True,False,False,False
Q2150,Miles Malleson,1888-05-25,English actor and screenwriter,Actor_Media,None,0,Moon-Jupiter,1,None,0,False,False,False,False,False,False,False
Q2151,U Nu,1907-05-25,"Burmese politician, 1st Prime Minister of Burma",Politics_Government,None,0,Sun-Mercury,1,None,0,False,False,False,False,False,False,False
Q2152,Hal David,1921-05-25,American songwriter and composer,Writer_Journalism,None,0,Mercury-Mars,1,Mars-Venus,1,False,False,False,False,False,False,False
Q2153,Sonia Rykiel,1930-05-25,French fashion designer,Other,None,0,Sun-Mercury|Moon-Mars|Venus-Jupiter,3,Mercury-Venus,1,False,False,False,False,False,False,False
Q2154,Dixie Carter,1939-05-25,American actress and singer,Actor_Media,Mars,1,None,0,Mars-Saturn,1,False,False,False,False,True,False,False
Q2155,Jamaica Kincaid,1949-05-25,"Antiguan-American novelist, short story writer, and essayist",Writer_Journalism,None,0,Mercury-Venus,1,None,0,False,False,False,False,False,False,False
Q2156,Stavros Arnaoutakis,1956-05-25,Greek politician,Politics_Government,None,0,Sun-Mercury,1,Mercury-Venus|Mars-Saturn,2,False,False,False,False,False,False,False
Q2157,Yahya Jammeh,1965-05-25,"Gambian colonel and politician, President of the Gambia",Politics_Government,None,0,Sun-Jupiter|Venus-Jupiter,2,None,0,False,False,False,False,False,False,False
Q2158,Dougie Freedman,1974-05-25,Scottish footballer and manager,Athlete,Venus,1,Moon-Mars,1,None,0,False,False,False,True,False,False,False
Q2159,Michalis Pelekanos,1981-05-25,Greek basketball player,Athlete,None,0,Jupiter-Saturn,1,None,0,False,False,False,False,False,False,False
Q2160,James Porter,1993-05-25,English cricketer,Athlete,Venus,1,None,0,None,0,False,False,False,True,False,False,False
Q2161,Koreyasu,1264-05-26,Japanese prince and shōgun,Other,None,0,None,0,Jupiter-Mars,1,False,False,False,False,False,False,False
Q2162,"John Churchill, 1st Duke of Marlborough",1650-05-26,"English general and politician, Lord Lieutenant of Oxfordshire",Politics_Government,None,0,Sun-Mercury|Sun-Venus|Mercury-Mars,3,None,0,False,False,False,False,False,False,False
Q2163,Bob Fitzsimmons,1863-05-26,English-New Zealand boxer,Athlete,None,0,Venus-Mars,1,None,0,False,False,False,False,False,False,False
Q2164,Peter Kürten,1883-05-26,German serial killer,Other,None,0,Sun-Saturn|Venus-Mars,2,None,0,False,False,False,False,False,False,False
Q2165,Karin Juel,1900-05-26,"Swedish singer, actress, and writer",Actor_Media,None,0,Sun-Mercury|Moon-Mars,2,Mercury-Venus,1,False,False,False,False,False,False,False
Q2166,János Kádár,1912-05-26,"Hungarian mechanic and politician, 46th Prime Minister of Hungary",Politics_Government,None,0,Venus-Saturn,1,None,0,False,False,False,False,False,False,False
Q2167,Inge Borkh,1921-05-26,German soprano,Other,None,0,Mercury-Mars,1,Mars-Venus,1,False,False,False,False,False,False,False
Q2168,Karim Emami,1930-05-26,Indian-Iranian lexicographer and critic,Other,None,0,None,0,Mercury-Venus,1,False,False,False,False,False,False,False
Q2169,Erica Terpstra,1943-05-26,"Dutch swimmer, journalist, and politician",Athlete,None,0,Sun-Mercury|Venus-Jupiter,2,Mercury-Venus,1,False,False,False,False,False,False,False
Q2170,Ramón Calderón,1951-05-26,Spanish lawyer and businessman,Law,None,0,Sun-Mars,1,None,0,False,False,False,False,False,False,False
Q2171,Ole Bornedal,1959-05-26,"Danish actor, director, and producer",Actor_Media,None,0,None,0,Mercury-Venus,1,False,False,False,False,False,False,False
Q2172,Philip Treacy,1967-05-26,"Irish milliner, hat designer",Other,Jupiter,1,None,0,Mercury-Venus|Jupiter-Moon,2,False,False,False,False,False,True,False
Q2173,Lauryn Hill,1975-05-26,"American singer-songwriter, producer, and actress",Actor_Media,None,0,Venus-Saturn,1,Mercury-Venus,1,False,False,False,False,False,False,False
Q2174,Hasan Kabze,1982-05-26,Turkish footballer,Athlete,None,0,None,0,None,0,False,False,False,False,False,False,False
Q2175,Ah Young,1991-05-26,South Korean singer and actress,Actor_Media,Jupiter,1,None,0,None,0,False,False,False,False,False,True,False
Q2176,Emperor Dezong of Tang,0742-05-27,,Unknown,None,0,Sun-Mercury,1,Mercury-Venus|Mars-Moon,2,False,False,False,False,False,False,False
Q2177,"William II, Prince of Orange",1626-05-27,,Unknown,None,0,Sun-Venus|Moon-Mercury,2,None,0,False,False,False,False,False,False,False
Q2178,John Rudolph Niernsee,1814-05-27,Viennese-born American architect,Engineering_Tech,Venus,1,None,0,None,0,False,False,False,True,False,False,False
Q2179,Theodor Curtius,1857-05-27,German chemist,Academic_Science,None,0,Sun-Mercury|Sun-Mars|Mercury-Mars,3,Mars-Venus,1,False,False,False,False,False,False,False
Q2180,Anna Cervin,1878-05-27,Swedish artist,Other,Venus,1,None,0,Mars-Mercury|Jupiter-Saturn,2,False,False,False,True,False,False,False
Q2181,John Cockcroft,1897-05-27,"English physicist and academic, Nobel Prize laureate",Academic_Science,None,0,None,0,Mars-Moon,1,False,False,False,False,False,False,False
Q2182,John Cheever,1912-05-27,American novelist and short story writer,Writer_Journalism,None,0,Venus-Saturn,1,None,0,False,False,False,False,False,False,False
Q2183,Jüri Randviir,1927-05-27,Estonian chess player and journalist,Athlete,None,0,Venus-Mars,1,Mercury-Venus,1,False,False,False,False,False,False,False
Q2184,Allan Carr,1937-05-27,American playwright and producer,Actor_Media,None,0,None,0,Jupiter-Saturn,1,False,False,False,False,False,False,False
Q2185,Wubbo de Boer,1948-05-27,Dutch civil servant,Other,None,0,None,0,Moon-Saturn,1,False,False,False,False,False,False,False
Q2186,Nick Anstee,1958-05-27,"English accountant and politician, 682nd Lord Mayor of London",Politics_Government,None,0,None,0,None,0,False,False,False,False,False,False,False
Q2187,Jeff Bagwell,1968-05-27,American baseball player and coach,Athlete,Moon,1,Sun-Moon|Sun-Venus|Sun-Mars|Moon-Mars,4,None,0,False,True,False,False,False,False,False
Q2188,Marcel Fässler,1976-05-27,Swiss racing driver,Other,None,0,Sun-Venus|Moon-Mercury|Moon-Jupiter|Mercury-Venus|Mars-Saturn,5,Mars-Moon,1,False,False,False,False,False,False,False
Q2189,Chiang Chien-ming,1985-05-27,Taiwanese baseball player,Athlete,Venus,1,None,0,None,0,False,False,False,True,False,False,False
Q2190,Maximilian Arnold,1994-05-27,German footballer,Athlete,None,0,None,0,None,0,False,False,False,False,False,False,False
Q2191,Xin Qiji,1140-05-28,"Chinese poet, general, and politician",Politics_Government,None,0,Sun-Mercury|Sun-Venus|Mercury-Venus,3,Mercury-Venus,1,False,False,False,False,False,False,False
Q2192,Joseph-Ignace Guillotin,1738-05-28,French physician,Academic_Science,None,0,Mercury-Venus|Mercury-Saturn|Venus-Saturn,3,Jupiter-Mars,1,False,False,False,False,False,False,False
Q2193,Ratmalane Sri Dharmaloka Thera,1828-05-28,"Buddhist monk and scholar, founder of Vidyalankara Pirivena",Academic_Science,None,0,Sun-Mercury|Venus-Saturn,2,None,0,False,False,False,False,False,False,False
Q2194,Paul Pelliot,1878-05-28,French sinologist and explorer,Other,None,0,Moon-Venus,1,Mars-Mercury|Jupiter-Saturn,2,False,False,False,False,False,False,False
Q2195,Minna Gombell,1892-05-28,American actress,Actor_Media,Mars,1,None,0,None,0,False,False,False,False,True,False,False
Q2196,Bob Crisp,1911-05-28,South African cricketer,Athlete,Moon,1,Sun-Moon|Mercury-Saturn,2,None,0,False,True,False,False,False,False,False
Q2197,D. V. Paluskar,1921-05-28,Indian Hindustani classical musician,Actor_Media,None,0,None,0,Mars-Venus,1,False,False,False,False,False,False,False
Q2198,Edward Seaga,1930-05-28,"American-Jamaican academic and politician, 5th Prime Minister of Jamaica",Politics_Government,Moon,1,Sun-Moon,1,Mercury-Venus,1,False,True,False,False,False,False,False
Q2199,David Brewer,1940-05-28,"English politician, Lord-Lieutenant of Greater London",Politics_Government,None,0,Venus-Mars|Jupiter-Saturn,2,Mercury-Venus,1,False,False,False,False,False,False,False
Q2200,Zahi Hawass,1947-05-28,Egyptian archaeologist and academic,Academic_Science,None,0,Venus-Mars,1,None,0,False,False,False,False,False,False,False
Q2201,Jerry Douglas,1956-05-28,American guitarist and producer,Actor_Media,None,0,Sun-Mercury,1,Mercury-Venus|Mars-Saturn,2,False,False,False,False,False,False,False
Q2202,Roger Kumble,1966-05-28,"American director, screenwriter, and playwright",Actor_Media,None,0,Sun-Mercury|Sun-Mars,2,Mars-Venus,1,False,False,False,False,False,False,False
Q2203,Marco Paulo Faria Lemos,1973-05-28,Portuguese footballer and manager,Athlete,None,0,Mercury-Venus|Mercury-Saturn|Venus-Saturn,3,None,0,False,False,False,False,False,False,False
Q2204,Laura Bailey,1981-05-28,American voice actress,Actor_Media,None,0,Jupiter-Saturn,1,None,0,False,False,False,False,False,False,False
Q2205,Kyle Walker,1990-05-28,English footballer,Athlete,None,0,None,0,None,0,False,False,False,False,False,False,False
Q2206,"Charles, Prince of Viana",1421-05-29,,Unknown,None,0,Mars-Jupiter,1,None,0,False,False,False,False,False,False,False
Q2207,Charles II of England,1630-05-29,,Unknown,Saturn,1,Sun-Mercury,1,None,0,False,False,False,False,False,False,True
Q2208,Johann Heinrich von Mädler,1794-05-29,German astronomer and selenographer,Academic_Science,Moon,1,Sun-Moon|Mercury-Saturn,2,Mercury-Venus,1,False,True,False,False,False,False,False
Q2209,Alfonsina Storni,1892-05-29,Swiss-Argentinian poet and author,Writer_Journalism,Mars,1,Moon-Venus,1,None,0,False,False,False,False,True,False,False
Q2210,Hubert Opperman,1904-05-29,Australian cyclist and politician,Athlete,None,0,Sun-Mars,1,None,0,False,False,False,False,False,False,False
Q2211,Karl Münchinger,1915-05-29,German conductor and composer,Other,None,0,Mercury-Saturn|Venus-Mars,2,None,0,False,False,False,False,False,False,False
Q2212,Lars Bo,1924-05-29,Danish author and illustrator,Writer_Journalism,Mars|Saturn,2,None,0,None,0,False,False,False,False,True,False,True
Q2213,André Brink,1935-05-29,South African author and playwright,Writer_Journalism,None,0,None,0,None,0,False,False,False,False,False,False,False
Q2214,Robert W. Edgar,1943-05-29,American educator and politician,Politics_Government,Jupiter,1,Sun-Saturn|Venus-Jupiter,2,Mercury-Venus|Jupiter-Moon,2,False,False,False,False,False,True,False
Q2215,Danny Elfman,1953-05-29,"American film composer, singer-songwriter, producer, and actor",Actor_Media,None,0,Sun-Mercury|Sun-Jupiter|Mercury-Mars,3,Mars-Venus,1,False,False,False,False,False,False,False
Q2216,Thomas Baumer,1960-05-29,Swiss economist and academic,Academic_Science,None,0,Sun-Venus,1,None,0,False,False,False,False,False,False,False
Q2217,Natarsha Belling,1970-05-29,Australian journalist,Writer_Journalism,None,0,Mercury-Saturn,1,Mars-Mercury,1,False,False,False,False,False,False,False
Q2218,Massimo Ambrosini,1977-05-29,Italian footballer,Athlete,Venus,1,Sun-Jupiter|Venus-Mars,2,Jupiter-Venus,1,False,False,False,True,False,False,False
Q2219,Lina Andrijauskaitė,1987-05-29,Lithuanian long jumper,Other,None,0,Moon-Mercury|Moon-Mars|Mercury-Mars,3,None,0,False,False,False,False,False,False,False
Q2220,Konosuke Takeshita,1995-05-29,Japanese professional wrestler,Athlete,Moon,1,Sun-Moon,1,None,0,False,True,False,False,False,False,False
Q2221,Ren Zong,1010-05-30,Chinese emperor,Politics_Government,None,0,None,0,None,0,False,False,False,False,False,False,False
Q2222,"Wills Hill, 1st Marquess of Downshire",1718-05-30,"English politician, Secretary of State for the Colonies",Politics_Government,Moon|Jupiter|Saturn,3,Sun-Moon|Mercury-Mars,2,None,0,False,True,False,False,False,True,True
Q2223,Pierre-Joseph-Olivier Chauveau,1820-05-30,"Canadian lawyer and politician, 1st Premier of Quebec",Politics_Government,None,0,None,0,Jupiter-Saturn,1,False,False,False,False,False,False,False
Q2224,Giovanni Gentile,1875-05-30,Italian philosopher and academic,Academic_Science,None,0,None,0,None,0,False,False,False,False,False,False,False
Q2225,Alexander Archipenko,1887-05-30,Ukrainian-American sculptor and illustrator,Writer_Journalism,None,0,Sun-Mercury|Venus-Saturn,2,Mercury-Venus,1,False,False,False,False,False,False,False
Q2226,Alfred Karindi,1901-05-30,Estonian pianist and composer,Other,None,0,Sun-Venus|Jupiter-Saturn,2,None,0,False,False,False,False,False,False,False
Q2227,Julius Axelrod,1912-05-30,"American biochemist and academic, Nobel Prize laureate",Academic_Science,None,0,Moon-Jupiter|Mercury-Saturn|Venus-Saturn,3,Mars-Moon,1,False,False,False,False,False,False,False
Q2228,Anthony Dryden Marshall,1924-05-30,American CIA officer and diplomat,Other,Mars|Saturn,2,None,0,None,0,False,False,False,False,True,False,True
Q2229,Larry Silverstein,1931-05-30,American real estate magnate,Other,None,0,Mercury-Venus,1,None,0,False,False,False,False,False,False,False
Q2230,Jagmohan Dalmiya,1940-05-30,Indian cricket administrator,Other,None,0,Venus-Mars|Jupiter-Saturn,2,Mercury-Venus,1,False,False,False,False,False,False,False
Q2231,Bertrand Delanoë,1950-05-30,"French politician, 14th Mayor of Paris",Politics_Government,None,0,None,0,Mars-Mercury,1,False,False,False,False,False,False,False
Q2232,Phil Brown,1959-05-30,"English footballer, coach, and manager",Athlete,None,0,Sun-Mercury|Venus-Mars,2,Mercury-Venus,1,False,False,False,False,False,False,False
Q2233,Jason Kenney,1968-05-30,"Canadian lawyer and politician, 18th Premier of Alberta",Politics_Government,None,0,Sun-Venus|Sun-Mars,2,None,0,False,False,False,False,False,False,False
Q2234,Mike Bishai,1979-05-30,Canadian ice hockey player,Athlete,Jupiter,1,Sun-Mercury|Moon-Jupiter|Venus-Mars,3,None,0,False,False,False,False,False,True,False
Q2235,Im Yoon-ah,1990-05-30,South Korean singer and actress,Actor_Media,None,0,None,0,None,0,False,False,False,False,False,False,False
Q2236,"Philipp II, Count of Hanau-Lichtenberg",1462-05-31,,Unknown,None,0,Sun-Mars,1,None,0,False,False,False,False,False,False,False
Q2237,Patriarch Dositheos II of Jerusalem,1641-05-31,,Unknown,None,0,Moon-Saturn|Venus-Mars,2,Mars-Mercury,1,False,False,False,False,False,False,False
Q2238,Robert Torrens,2008-05-31,"Irish-Australian politician, 3rd Premier of South Australia",Politics_Government,None,0,Sun-Venus,1,None,0,False,False,False,False,False,False,False
Q2239,"William Pirrie, 1st Viscount Pirrie",1847-05-31,"Canadian-Irish businessman and politician, Lord Mayor of Belfast",Politics_Government,None,0,Sun-Mercury|Mars-Saturn,2,Mercury-Venus,1,False,False,False,False,False,False,False
Q2240,Rosa May Billinghurst,1875-05-31,British suffragette and women's rights activist,Other,None,0,None,0,None,0,False,False,False,False,False,False,False
Q2241,Norman Vincent Peale,1898-05-31,American minister and author,Politics_Government,None,0,None,0,None,0,False,False,False,False,False,False,False
Q2242,Akira Ifukube,1914-05-31,Japanese composer and educator,Other,None,0,Mercury-Saturn,1,None,0,False,False,False,False,False,False,False
Q2243,Julian Beck,1925-05-31,American actor and director,Actor_Media,Saturn,1,None,0,Mars-Mercury,1,False,False,False,False,False,False,True
Q2244,Jim Hutton,1934-05-31,American actor,Actor_Media,None,0,None,0,Mars-Venus,1,False,False,False,False,False,False,False
Q2245,Rainer Werner Fassbinder,1945-05-31,"German actor, director, and screenwriter",Actor_Media,None,0,Venus-Mars,1,None,0,False,False,False,False,False,False,False
Q2246,Pirkka-Pekka Petelius,1953-05-31,Finnish actor and screenwriter,Actor_Media,None,0,Sun-Jupiter|Mercury-Mars,2,Mars-Venus,1,False,False,False,False,False,False,False
Q2247,Ray Cote,1961-05-31,Canadian ice hockey player,Athlete,None,0,Jupiter-Saturn,1,None,0,False,False,False,False,False,False,False
Q2248,Arun Luthra,1971-05-31,"Indo-Anglo-American saxophonist, konnakol artist, composer, and arranger",Other,Mars,1,Mercury-Venus,1,None,0,False,False,False,False,True,False,False
Q2249,Mikael Antonsson,1981-05-31,Swedish footballer,Athlete,None,0,Mercury-Venus|Jupiter-Saturn,2,None,0,False,False,False,False,False,False,False
Q2250,Azealia Banks,1991-05-31,American singer-songwriter and rapper,Actor_Media,Jupiter,1,Mars-Jupiter,1,Jupiter-Moon,1,False,False,False,False,False,True,False
Q2251,"Geoffrey, Count of Nantes",1134-06-01,,Unknown,Moon|Mars,2,Sun-Moon,1,Moon-Venus,1,False,True,False,False,True,False,False
Q2252,"Robert Cecil, 1st Earl of Salisbury",1563-06-01,"English politician, Secretary of State for England",Politics_Government,Moon,1,Sun-Moon,1,None,0,False,True,False,False,False,False,False
Q2253,Friedrich Laun,1770-06-01,German author,Writer_Journalism,None,0,Mercury-Venus,1,Jupiter-Mars,1,False,False,False,False,False,False,False
Q2254,Otto of Greece,1815-06-01,,Unknown,None,0,None,0,None,0,False,False,False,False,False,False,False
Q2255,Elena Alistar,1873-06-01,Bessarabian politician,Politics_Government,None,0,Moon-Jupiter,1,Mars-Venus,1,False,False,False,False,False,False,False
Q2256,Sydney Kyte,1896-06-01,British bandleader,Other,Jupiter|Saturn,2,None,0,None,0,False,False,False,False,False,True,True
Q2257,Herbert Tichy,1912-06-01,"Austrian geologist, author, and mountaineer",Writer_Journalism,None,0,Mercury-Saturn|Venus-Saturn,2,None,0,False,False,False,False,False,False,False
Q2258,Dilia Díaz Cisneros,1925-06-01,Venezuelan teacher,Other,Saturn,1,None,0,Mars-Mercury,1,False,False,False,False,False,False,True
Q2259,Haruo Remeliik,1933-06-01,"Palauan politician, 1st President of Palau",Politics_Government,None,0,Sun-Mercury|Moon-Mars|Moon-Jupiter|Mercury-Venus|Mars-Jupiter,5,None,0,False,False,False,False,False,False,False
Q2260,Parveen Kumar,1942-06-01,Pakistani-English physician and academic,Academic_Science,None,0,Sun-Saturn|Mercury-Jupiter,2,None,0,False,False,False,False,False,False,False
Q2261,Şenol Güneş,1952-06-01,Turkish footballer and manager,Athlete,None,0,Sun-Venus|Mercury-Venus,2,None,0,False,False,False,False,False,False,False
Q2262,Nambaryn Enkhbayar,1958-06-01,"Mongolian lawyer and politician, 3rd President of Mongolia",Politics_Government,None,0,None,0,None,0,False,False,False,False,False,False,False
Q2263,Luis García Postigo,1969-06-01,Mexican footballer,Athlete,None,0,Sun-Mercury|Venus-Saturn,2,None,0,False,False,False,False,False,False,False
Q2264,Marlon Devonish,1976-06-01,English sprinter and coach,Other,None,0,Sun-Venus,1,None,0,False,False,False,False,False,False,False
Q2265,Zoltán Harsányi,1987-06-01,Slovak footballer,Athlete,None,0,Mercury-Mars,1,None,0,False,False,False,False,False,False,False
Q2266,Abu Sa'id Bahadur Khan,1305-06-02,ruler of Ilkhanate,Other,None,0,None,0,None,0,False,False,False,False,False,False,False
Q2267,William Salmon,1644-06-02,English medical writer,Writer_Journalism,None,0,Moon-Jupiter|Mars-Saturn,2,Jupiter-Mars,1,False,False,False,False,False,False,False
Q2268,Daniel Pollen,1813-06-02,"Irish-New Zealand politician, 9th Prime Minister of New Zealand",Politics_Government,Mars|Jupiter,2,Sun-Venus|Moon-Jupiter,2,None,0,False,False,False,False,True,True,False
Q2269,George Lohmann,1865-06-02,English cricketer,Athlete,Saturn,1,None,0,None,0,False,False,False,False,False,False,True
Q2270,Frank Runacres,1904-06-02,English painter and educator,Other,None,0,Sun-Mars,1,None,0,False,False,False,False,False,False,False
Q2271,Ruth Atkinson,1918-06-02,Canadian-American illustrator,Writer_Journalism,None,0,None,0,Moon-Saturn,1,False,False,False,False,False,False,False
Q2272,Erzsi Kovács,1928-06-02,Hungarian singer,Actor_Media,None,0,Sun-Venus,1,Jupiter-Mars,1,False,False,False,False,False,False,False
Q2273,Kevin Brownlow,1938-06-02,English historian and author,Writer_Journalism,None,0,None,0,Mars-Mercury|Jupiter-Saturn,2,False,False,False,False,False,False,False
Q2274,Richard Long,1945-06-02,"English painter, sculptor, and photographer",Other,None,0,Venus-Mars,1,None,0,False,False,False,False,False,False,False
Q2275,Dennis Haysbert,1954-06-02,American actor and producer,Actor_Media,Saturn,1,Moon-Mercury|Moon-Jupiter|Mercury-Venus|Mercury-Jupiter,4,None,0,False,False,False,False,False,False,True
Q2276,Mark Plaatjes,1962-06-02,South African-American runner and coach,Athlete,Moon,1,Sun-Moon|Sun-Mercury|Moon-Mercury,3,Mercury-Venus,1,False,True,False,False,False,False,False
Q2277,Kurt Abbott,1969-06-02,American baseball player,Athlete,None,0,Sun-Mercury|Venus-Saturn,2,None,0,False,False,False,False,False,False,False
Q2278,Teet Allas,1977-06-02,Estonian footballer,Athlete,None,0,Sun-Jupiter|Venus-Mars,2,None,0,False,False,False,False,False,False,False
Q2279,Jack Afamasaga,1984-06-02,New Zealand rugby league player,Athlete,Saturn,1,Sun-Venus|Mars-Saturn,2,None,0,False,False,False,False,False,False,True
Q2280,Pajtim Kasami,1992-06-02,Swiss footballer,Athlete,None,0,Sun-Mercury|Sun-Venus|Mercury-Venus,3,None,0,False,False,False,False,False,False,False
