id,version,found,planets,max_gap,strength,score
207,5_planet,False,,360,0,0
207,7_planet,False,,360,0,0
208,4_planet,False,,360,0,0
208,5_planet,False,,360,0,0
208,7_planet,False,,360,0,0
209,4_planet,False,,360,0,0
209,5_planet,False,,360,0,0
209,7_planet,False,,360,0,0
210,4_planet,False,,360,0,0
210,5_planet,False,,360,0,0
210,7_planet,False,,360,0,0
211,4_planet,False,,360,0,0
211,5_planet,False,,360,0,0
211,7_planet,False,,360,0,0
212,4_planet,False,,360,0,0
212,5_planet,False,,360,0,0
212,7_planet,False,,360,0,0
213,4_planet,False,,360,0,0
213,5_planet,False,,360,0,0
213,7_planet,False,,360,0,0
214,4_planet,False,,360,0,0
214,5_planet,False,,360,0,0
214,7_planet,False,,360,0,0
215,4_planet,False,,360,0,0
215,5_planet,False,,360,0,0
215,7_planet,False,,360,0,0
216,4_planet,False,,360,0,0
216,5_planet,False,,360,0,0
216,7_planet,False,,360,0,0
217,4_planet,False,,360,0,0
217,5_planet,False,,360,0,0
217,7_planet,False,,360,0,0
218,4_planet,False,,360,0,0
218,5_planet,False,,360,0,0
218,7_planet,False,,360,0,0
219,4_planet,False,,360,0,0
219,5_planet,False,,360,0,0
219,7_planet,False,,360,0,0
220,4_planet,False,,360,0,0
220,5_planet,False,,360,0,0
220,7_planet,False,,360,0,0
221,4_planet,False,,360,0,0
221,5_planet,False,,360,0,0
221,7_planet,False,,360,0,0
222,4_planet,False,,360,0,0
222,5_planet,False,,360,0,0
222,7_planet,False,,360,0,0
223,4_planet,False,,360,0,0
223,5_planet,False,,360,0,0
223,7_planet,False,,360,0,0
224,4_planet,False,,360,0,0
224,5_planet,False,,360,0,0
224,7_planet,False,,360,0,0
225,4_planet,False,,360,0,0
225,5_planet,False,,360,0,0
225,7_planet,False,,360,0,0
226,4_planet,False,,360,0,0
226,5_planet,False,,360,0,0
226,7_planet,False,,360,0,0
227,4_planet,False,,360,0,0
227,5_planet,False,,360,0,0
227,7_planet,False,,360,0,0
228,4_planet,False,,360,0,0
228,5_planet,False,,360,0,0
228,7_planet,False,,360,0,0
229,4_planet,False,,360,0,0
229,5_planet,False,,360,0,0
229,7_planet,False,,360,0,0
230,4_planet,False,,360,0,0
230,5_planet,False,,360,0,0
230,7_planet,False,,360,0,0
231,4_planet,False,,360,0,0
231,5_planet,False,,360,0,0
231,7_planet,False,,360,0,0
232,4_planet,False,,360,0,0
232,5_planet,False,,360,0,0
232,7_planet,False,,360,0,0
233,4_planet,False,,360,0,0
233,5_planet,False,,360,0,0
233,7_planet,False,,360,0,0
234,4_planet,False,,360,0,0
234,5_planet,False,,360,0,0
234,7_planet,False,,360,0,0
235,4_planet,False,,360,0,0
235,5_planet,False,,360,0,0
235,7_planet,False,,360,0,0
236,4_planet,False,,360,0,0
236,5_planet,False,,360,0,0
236,7_planet,False,,360,0,0
237,4_planet,False,,360,0,0
237,5_planet,False,,360,0,0
237,7_planet,False,,360,0,0
238,4_planet,False,,360,0,0
238,5_planet,False,,360,0,0
238,7_planet,False,,360,0,0
239,4_planet,False,,360,0,0
239,5_planet,False,,360,0,0
239,7_planet,False,,360,0,0
240,4_planet,False,,360,0,0
240,5_planet,False,,360,0,0
240,7_planet,False,,360,0,0
241,4_planet,False,,360,0,0
241,5_planet,False,,360,0,0
241,7_planet,False,,360,0,0
242,4_planet,False,,360,0,0
242,5_planet,False,,360,0,0
242,7_planet,False,,360,0,0
243,4_planet,False,,360,0,0
243,5_planet,False,,360,0,0
243,7_planet,False,,360,0,0
244,4_planet,False,,360,0,0
244,5_planet,False,,360,0,0
244,7_planet,False,,360,0,0
245,4_planet,False,,360,0,0
245,5_planet,False,,360,0,0
245,7_planet,False,,360,0,0
246,4_planet,False,,360,0,0
246,5_planet,False,,360,0,0
246,7_planet,False,,360,0,0
247,4_planet,False,,360,0,0
247,5_planet,False,,360,0,0
247,7_planet,False,,360,0,0
248,4_planet,False,,360,0,0
248,5_planet,False,,360,0,0
248,7_planet,False,,360,0,0
249,4_planet,False,,360,0,0
249,5_planet,False,,360,0,0
249,7_planet,False,,360,0,0
250,4_planet,False,,360,0,0
250,5_planet,False,,360,0,0
250,7_planet,False,,360,0,0
251,4_planet,False,,360,0,0
251,5_planet,False,,360,0,0
251,7_planet,False,,360,0,0
252,4_planet,False,,360,0,0
252,5_planet,False,,360,0,0
252,7_planet,False,,360,0,0
253,4_planet,False,,360,0,0
253,5_planet,False,,360,0,0
253,7_planet,False,,360,0,0
254,4_planet,False,,360,0,0
254,5_planet,False,,360,0,0
254,7_planet,False,,360,0,0
255,4_planet,False,,360,0,0
255,5_planet,False,,360,0,0
255,7_planet,False,,360,0,0
256,4_planet,False,,360,0,0
256,5_planet,False,,360,0,0
256,7_planet,False,,360,0,0
257,4_planet,False,,360,0,0
257,5_planet,False,,360,0,0
257,7_planet,False,,360,0,0
258,4_planet,False,,360,0,0
258,5_planet,False,,360,0,0
258,7_planet,False,,360,0,0
259,4_planet,False,,360,0,0
259,5_planet,False,,360,0,0
259,7_planet,False,,360,0,0
260,4_planet,False,,360,0,0
260,5_planet,False,,360,0,0
260,7_planet,False,,360,0,0
261,4_planet,False,,360,0,0
261,5_planet,False,,360,0,0
261,7_planet,False,,360,0,0
262,4_planet,False,,360,0,0
262,5_planet,False,,360,0,0
262,7_planet,False,,360,0,0
263,4_planet,False,,360,0,0
263,5_planet,False,,360,0,0
263,7_planet,False,,360,0,0
264,4_planet,False,,360,0,0
264,5_planet,False,,360,0,0
264,7_planet,False,,360,0,0
265,4_planet,False,,360,0,0
265,5_planet,False,,360,0,0
265,7_planet,False,,360,0,0
266,4_planet,False,,360,0,0
266,5_planet,False,,360,0,0
266,7_planet,False,,360,0,0
267,4_planet,False,,360,0,0
267,5_planet,False,,360,0,0
267,7_planet,False,,360,0,0
268,4_planet,False,,360,0,0
268,5_planet,False,,360,0,0
268,7_planet,False,,360,0,0
269,4_planet,False,,360,0,0
269,5_planet,False,,360,0,0
269,7_planet,False,,360,0,0
270,4_planet,False,,360,0,0
270,5_planet,False,,360,0,0
270,7_planet,False,,360,0,0
271,4_planet,False,,360,0,0
271,5_planet,False,,360,0,0
271,7_planet,False,,360,0,0
272,4_planet,False,,360,0,0
272,5_planet,False,,360,0,0
272,7_planet,False,,360,0,0
273,4_planet,False,,360,0,0
273,5_planet,False,,360,0,0
273,7_planet,False,,360,0,0
274,4_planet,False,,360,0,0
274,5_planet,False,,360,0,0
274,7_planet,False,,360,0,0
275,4_planet,False,,360,0,0
275,5_planet,False,,360,0,0
275,7_planet,False,,360,0,0
276,4_planet,False,,360,0,0
276,5_planet,False,,360,0,0
276,7_planet,False,,360,0,0
277,4_planet,False,,360,0,0
277,5_planet,False,,360,0,0
277,7_planet,False,,360,0,0
278,4_planet,False,,360,0,0
278,5_planet,False,,360,0,0
278,7_planet,False,,360,0,0
279,4_planet,False,,360,0,0
279,5_planet,False,,360,0,0
279,7_planet,False,,360,0,0
280,4_planet,False,,360,0,0
280,5_planet,False,,360,0,0
280,7_planet,False,,360,0,0
281,4_planet,False,,360,0,0
281,5_planet,False,,360,0,0
281,7_planet,False,,360,0,0
282,4_planet,False,,360,0,0
282,5_planet,False,,360,0,0
282,7_planet,False,,360,0,0
283,4_planet,False,,360,0,0
283,5_planet,False,,360,0,0
283,7_planet,False,,360,0,0
284,4_planet,False,,360,0,0
284,5_planet,False,,360,0,0
284,7_planet,False,,360,0,0
285,4_planet,False,,360,0,0
285,5_planet,False,,360,0,0
285,7_planet,False,,360,0,0
286,4_planet,False,,360,0,0
286,5_planet,False,,360,0,0
286,7_planet,False,,360,0,0
287,4_planet,False,,360,0,0
287,5_planet,False,,360,0,0
287,7_planet,False,,360,0,0
288,4_planet,False,,360,0,0
288,5_planet,False,,360,0,0
288,7_planet,False,,360,0,0
289,4_planet,False,,360,0,0
